Tourney,Game,Name,Win
4th EA,4th EA Game 1,Pbhead,1
4th EA,4th EA Game 1,Tozar,0
4th EA,4th EA Game 1,RedSparrow,0
4th EA,4th EA Game 1,Steelstiletto,0
4th EA,4th EA Game 2,Pbhead,1
4th EA,4th EA Game 2,Tozar,0
4th EA,4th EA Game 2,RedSparrow,0
4th EA,4th EA Game 2,Steelstiletto,0
4th EA,4th EA Game 3,Gameslayer,1
4th EA,4th EA Game 3,Blues,0
4th EA,4th EA Game 3,DeathTacticus,0
4th EA,4th EA Game 3,Corewin,0
4th EA,4th EA Game 4,Blues,1
4th EA,4th EA Game 4,Gameslayer,0
4th EA,4th EA Game 4,DeathTacticus,0
4th EA,4th EA Game 4,Corewin,0
4th EA,4th EA Game 5,DeathTacticus,1
4th EA,4th EA Game 5,Gameslayer,0
4th EA,4th EA Game 5,Blues,0
4th EA,4th EA Game 5,Corewin,0
4th EA,4th EA Game 6,Blues,1
4th EA,4th EA Game 6,Gameslayer,0
4th EA,4th EA Game 6,DeathTacticus,0
4th EA,4th EA Game 6,Corewin,0
4th EA,4th EA Game 7,Cubit32,1
4th EA,4th EA Game 7,Galactic Wino,0
4th EA,4th EA Game 7,Saberman,0
4th EA,4th EA Game 7,nate_the_great,0
4th EA,4th EA Game 8,Cubit32,1
4th EA,4th EA Game 8,Galactic Wino,0
4th EA,4th EA Game 8,Saberman,0
4th EA,4th EA Game 8,nate_the_great,0
4th EA,4th EA Game 9,blackmagic,1
4th EA,4th EA Game 9,SorenJohnson,0
4th EA,4th EA Game 9,Hydroponos,0
4th EA,4th EA Game 9,Morgan,0
4th EA,4th EA Game 10,SorenJohnson,1
4th EA,4th EA Game 10,blackmagic,0
4th EA,4th EA Game 10,Hydroponos,0
4th EA,4th EA Game 10,Morgan,0
4th EA,4th EA Game 11,Hydroponos,1
4th EA,4th EA Game 11,blackmagic,0
4th EA,4th EA Game 11,SorenJohnson,0
4th EA,4th EA Game 11,Morgan,0
4th EA,4th EA Game 12,SorenJohnson,1
4th EA,4th EA Game 12,blackmagic,0
4th EA,4th EA Game 12,Hydroponos,0
4th EA,4th EA Game 12,Morgan,0
4th EA,4th EA Game 13,SorenJohnson,1
4th EA,4th EA Game 13,Pbhead,0
4th EA,4th EA Game 13,Blues,0
4th EA,4th EA Game 13,Cubit32,0
4th EA,4th EA Game 14,Cubit32,1
4th EA,4th EA Game 14,Pbhead,0
4th EA,4th EA Game 14,Blues,0
4th EA,4th EA Game 14,SorenJohnson,0
4th EA,4th EA Game 15,Blues,1
4th EA,4th EA Game 15,Pbhead,0
4th EA,4th EA Game 15,Cubit32,0
4th EA,4th EA Game 15,SorenJohnson,0
4th EA,4th EA Game 16,Pbhead,1
4th EA,4th EA Game 16,Blues,0
4th EA,4th EA Game 16,Cubit32,0
4th EA,4th EA Game 16,SorenJohnson,0
4th EA,4th EA Game 17,Pbhead,1
4th EA,4th EA Game 17,Blues,0
4th EA,4th EA Game 17,Cubit32,0
4th EA,4th EA Game 17,SorenJohnson,0
6th EA,6th EA Game 1,Blues,1
6th EA,6th EA Game 1,Pbhead,0
6th EA,6th EA Game 1,TheSpincycle,0
6th EA,6th EA Game 1,Place/Holder,0
6th EA,6th EA Game 2,Blues,1
6th EA,6th EA Game 2,Pbhead,0
6th EA,6th EA Game 2,TheSpincycle,0
6th EA,6th EA Game 2,Place/Holder,0
6th EA,6th EA Game 3,SorenJohnson,1
6th EA,6th EA Game 3,Veivi ,0
6th EA,6th EA Game 3,Ultrapope,0
6th EA,6th EA Game 3,BlackMagic,0
6th EA,6th EA Game 4,BlackMagic,1
6th EA,6th EA Game 4,SorenJohnson,0
6th EA,6th EA Game 4,Veivi ,0
6th EA,6th EA Game 4,Ultrapope,0
6th EA,6th EA Game 5,SorenJohnson,1
6th EA,6th EA Game 5,Veivi ,0
6th EA,6th EA Game 5,Ultrapope,0
6th EA,6th EA Game 5,BlackMagic,0
6th EA,6th EA Game 6,Cubit32,1
6th EA,6th EA Game 6,Showcasemike,0
6th EA,6th EA Game 6,Morgan,0
6th EA,6th EA Game 6,Place/Holder,0
6th EA,6th EA Game 7,Cubit32,1
6th EA,6th EA Game 7,Showcasemike,0
6th EA,6th EA Game 7,Morgan,0
6th EA,6th EA Game 7,pk.dude,0
6th EA,6th EA Game 8,DeathTacticus,1
6th EA,6th EA Game 8,Dermas,0
6th EA,6th EA Game 8,Gameslayer,0
6th EA,6th EA Game 8,Goodlife,0
6th EA,6th EA Game 9,Gameslayer,1
6th EA,6th EA Game 9,Dermas,0
6th EA,6th EA Game 9,DeathTacticus,0
6th EA,6th EA Game 9,donnie totoro,0
6th EA,6th EA Game 10,Gameslayer,1
6th EA,6th EA Game 10,Dermas,0
6th EA,6th EA Game 10,DeathTacticus,0
6th EA,6th EA Game 10,donnie totoro,0
6th EA,6th EA Game 11,Blues,1
6th EA,6th EA Game 11,SorenJohnson,0
6th EA,6th EA Game 11,Cubit32,0
6th EA,6th EA Game 11,Gameslayer,0
6th EA,6th EA Game 12,Cubit32,1
6th EA,6th EA Game 12,Blues,0
6th EA,6th EA Game 12,SorenJohnson,0
6th EA,6th EA Game 12,Gameslayer,0
6th EA,6th EA Game 13,Blues,1
6th EA,6th EA Game 13,SorenJohnson,0
6th EA,6th EA Game 13,Cubit32,0
6th EA,6th EA Game 13,Gameslayer,0
8th EA,8th EA Game 1,Duban,1
8th EA,8th EA Game 1,DeathTacticus,0
8th EA,8th EA Game 1,BlackMagic,0
8th EA,8th EA Game 1,Heisenberg,0
8th EA,8th EA Game 2,BlackMagic,1
8th EA,8th EA Game 2,DeathTacticus,0
8th EA,8th EA Game 2,Duban,0
8th EA,8th EA Game 2,Heisenberg,0
8th EA,8th EA Game 3,Heisenberg,1
8th EA,8th EA Game 3,DeathTacticus,0
8th EA,8th EA Game 3,Duban,0
8th EA,8th EA Game 3,BlackMagic,0
8th EA,8th EA Game 4,Heisenberg,1
8th EA,8th EA Game 4,DeathTacticus,0
8th EA,8th EA Game 4,Duban,0
8th EA,8th EA Game 4,BlackMagic,0
8th EA,8th EA Game 5,Pbhead,1
8th EA,8th EA Game 5,SorenJohnson,0
8th EA,8th EA Game 5,Cubit32,0
8th EA,8th EA Game 5,Hydroponos,0
8th EA,8th EA Game 6,Cubit32,1
8th EA,8th EA Game 6,SorenJohnson,0
8th EA,8th EA Game 6,Pbhead,0
8th EA,8th EA Game 6,Hydroponos,0
8th EA,8th EA Game 7,Cubit32,1
8th EA,8th EA Game 7,SorenJohnson,0
8th EA,8th EA Game 7,Pbhead,0
8th EA,8th EA Game 7,Hydroponos,0
8th EA,8th EA Game 8,Blues,1
8th EA,8th EA Game 8,Dawbz,0
8th EA,8th EA Game 8,Morgan,0
8th EA,8th EA Game 8,TheSpincycle,0
8th EA,8th EA Game 9,Blues,1
8th EA,8th EA Game 9,Dawbz,0
8th EA,8th EA Game 9,Morgan,0
8th EA,8th EA Game 9,TheSpincycle,0
8th EA,8th EA Game 10,Gameslayer,1
8th EA,8th EA Game 10,Dermas,0
8th EA,8th EA Game 10,YerAnd,0
8th EA,8th EA Game 10,Insync,0
8th EA,8th EA Game 11,Dermas,1
8th EA,8th EA Game 11,Gameslayer,0
8th EA,8th EA Game 11,YerAnd,0
8th EA,8th EA Game 11,Insync,0
8th EA,8th EA Game 12,Gameslayer,1
8th EA,8th EA Game 12,Dermas,0
8th EA,8th EA Game 12,YerAnd,0
8th EA,8th EA Game 12,Insync,0
8th EA,8th EA Game 13,Gameslayer,1
8th EA,8th EA Game 13,Heisenberg,0
8th EA,8th EA Game 13,Cubit32,0
8th EA,8th EA Game 13,Blues,0
8th EA,8th EA Game 14,Heisenberg,1
8th EA,8th EA Game 14,Cubit32,0
8th EA,8th EA Game 14,Blues,0
8th EA,8th EA Game 14,Gameslayer,0
8th EA,8th EA Game 15,Heisenberg,1
8th EA,8th EA Game 15,Cubit32,0
8th EA,8th EA Game 15,Blues,0
8th EA,8th EA Game 15,Gameslayer,0
May 16 FFA,May 16 Round 1A,Blues,1
May 16 FFA,May 16 Round 1A,SophV,0
May 16 FFA,May 16 Round 1A,hih0,0
May 16 FFA,May 16 Round 1A,PbHead,0
May 16 FFA,May 16 Round 1B,Gameslayer,1
May 16 FFA,May 16 Round 1B,Pollina,0
May 16 FFA,May 16 Round 1B,Popsursocks,0
May 16 FFA,May 16 Round 1B,Space Oddity,0
May 16 FFA,May 16 Round 2A,Blues,1
May 16 FFA,May 16 Round 2A,Gameslayer,0
May 16 FFA,May 16 Round 2A,Pollina,0
May 16 FFA,May 16 Round 2A,hih0,0
May 16 FFA,May 16 Round 2B,PbHead,1
May 16 FFA,May 16 Round 2B,Space Oddity,0
May 16 FFA,May 16 Round 2B,Popsursocks,0
May 16 FFA,May 16 Round 2B,SophV,0
May 16 FFA,May 16 Round 3A,Blues,1
May 16 FFA,May 16 Round 3A,PbHead,0
May 16 FFA,May 16 Round 3A,SophV,0
May 16 FFA,May 16 Round 3A,Pollina,0
May 16 FFA,May 16 Round 3B,Gameslayer,1
May 16 FFA,May 16 Round 3B,Popsursocks,0
May 16 FFA,May 16 Round 3B,Space Oddity,0
May 16 FFA,May 16 Round 3B,hih0,0
May 16 FFA,May 16 Round 4A,Blues,1
May 16 FFA,May 16 Round 4A,Gameslayer,0
May 16 FFA,May 16 Round 4A,Popsursocks,0
May 16 FFA,May 16 Round 4A,SophV,0
May 16 FFA,May 16 Round 4B,Pollina,1
May 16 FFA,May 16 Round 4B,Space Oddity,0
May 16 FFA,May 16 Round 4B,hih0,0
May 16 FFA,May 16 Round 4B,PbHead,0
May 16 FFA,May 16 Round 5A,Pollina,1
May 16 FFA,May 16 Round 5A,hih0,0
May 16 FFA,May 16 Round 5A,Blues,0
May 16 FFA,May 16 Round 5A,Gameslayer,0
May 16 FFA,May 16 Round 5B,SophV,1
May 16 FFA,May 16 Round 5B,PbHead,0
May 16 FFA,May 16 Round 5B,Space Oddity,0
May 16 FFA,May 16 Round 5B,Popsursocks,0
Morgan 16 FFA,Morgan FFA Round 1A,Yerand,1
Morgan 16 FFA,Morgan FFA Round 1A,Popsursocks,0
Morgan 16 FFA,Morgan FFA Round 1A,SophV,0
Morgan 16 FFA,Morgan FFA Round 1A,Polished Noxie,0
Morgan 16 FFA,Morgan FFA Round 1B,Pollina,1
Morgan 16 FFA,Morgan FFA Round 1B,Morgan,0
Morgan 16 FFA,Morgan FFA Round 1B,BlackMagic,0
Morgan 16 FFA,Morgan FFA Round 1B,Hydroponos,0
Morgan 16 FFA,Morgan FFA Round 2A,Hydroponos,1
Morgan 16 FFA,Morgan FFA Round 2A,Yerand,0
Morgan 16 FFA,Morgan FFA Round 2A,Pollina,0
Morgan 16 FFA,Morgan FFA Round 2A,BlackMagic,0
Morgan 16 FFA,Morgan FFA Round 2B,Popsursocks,1
Morgan 16 FFA,Morgan FFA Round 2B,Morgan,0
Morgan 16 FFA,Morgan FFA Round 2B,Polished Noxie,0
Morgan 16 FFA,Morgan FFA Round 2B,SophV,0
Morgan 16 FFA,Morgan FFA Round 3A,Pollina,1
Morgan 16 FFA,Morgan FFA Round 3A,Hydroponos,0
Morgan 16 FFA,Morgan FFA Round 3A,Popsursocks,0
Morgan 16 FFA,Morgan FFA Round 3A,Yerand,0
Morgan 16 FFA,Morgan FFA Round 3B,BlackMagic,1
Morgan 16 FFA,Morgan FFA Round 3B,Morgan,0
Morgan 16 FFA,Morgan FFA Round 3B,SophV,0
Morgan 16 FFA,Morgan FFA Round 3B,Polished Noxie,0
Morgan 16 FFA,Morgan FFA Round 4A,Popsursocks,1
Morgan 16 FFA,Morgan FFA Round 4A,Hydroponos,0
Morgan 16 FFA,Morgan FFA Round 4A,Yerand,0
Morgan 16 FFA,Morgan FFA Round 4A,Pollina,0
Morgan 16 FFA,Morgan FFA Round 4B,BlackMagic,1
Morgan 16 FFA,Morgan FFA Round 4B,Morgan,0
Morgan 16 FFA,Morgan FFA Round 4B,SophV,0
Morgan 16 FFA,Morgan FFA Round 4B,Polished Noxie,0
Old vs New 16,Old vs New Round 1A,SophV,1
Old vs New 16,Old vs New Round 1A,Morgan,0
Old vs New 16,Old vs New Round 1A,BlackMagic,0
Old vs New 16,Old vs New Round 1A,Prince Imrahil,0
Old vs New 16,Old vs New Round 1B,Popsursocks,1
Old vs New 16,Old vs New Round 1B,Gameslayer,0
Old vs New 16,Old vs New Round 1B,Space Oddity,0
Old vs New 16,Old vs New Round 1B,Dermas,0
Old vs New 16,Old vs New Round 1C,DeathTacticus,1
Old vs New 16,Old vs New Round 1C,Cubit32,0
Old vs New 16,Old vs New Round 1C,Pollina,0
Old vs New 16,Old vs New Round 1C,theSpinCycle,0
Old vs New 16,Old vs New Round 1D,Blues,1
Old vs New 16,Old vs New Round 1D,Yerand,0
Old vs New 16,Old vs New Round 1D,Heisenberg,0
Old vs New 16,Old vs New Round 1D,Karzac,0
Old vs New 16,Old vs New Round 2A,Heisenberg,1
Old vs New 16,Old vs New Round 2A,Gameslayer,0
Old vs New 16,Old vs New Round 2A,Blues,0
Old vs New 16,Old vs New Round 2A,theSpinCycle,0
Old vs New 16,Old vs New Round 2B,SophV,1
Old vs New 16,Old vs New Round 2B,Space Oddity,0
Old vs New 16,Old vs New Round 2B,Popsursocks,0
Old vs New 16,Old vs New Round 2B,Dermas,0
Old vs New 16,Old vs New Round 2C,DeathTacticus,1
Old vs New 16,Old vs New Round 2C,Yerand,0
Old vs New 16,Old vs New Round 2C,Cubit32,0
Old vs New 16,Old vs New Round 2C,BlackMagic,0
Old vs New 16,Old vs New Round 2D,Prince Imrahil,1
Old vs New 16,Old vs New Round 2D,Morgan,0
Old vs New 16,Old vs New Round 2D,Pollina,0
Old vs New 16,Old vs New Round 2D,Karzac,0
Old vs New 16,Old vs New Round 3A,Popsursocks,1
Old vs New 16,Old vs New Round 3A,Cubit32,0
Old vs New 16,Old vs New Round 3A,Space Oddity,0
Old vs New 16,Old vs New Round 3A,Dermas,0
Old vs New 16,Old vs New Round 3B,SophV,1
Old vs New 16,Old vs New Round 3B,Yerand,0
Old vs New 16,Old vs New Round 3B,DeathTacticus,0
Old vs New 16,Old vs New Round 3B,theSpinCycle,0
Old vs New 16,Old vs New Round 3C,Heisenberg,1
Old vs New 16,Old vs New Round 3C,Pollina,0
Old vs New 16,Old vs New Round 3C,Prince Imrahil,0
Old vs New 16,Old vs New Round 3C,Karzac,0
Old vs New 16,Old vs New Round 3D,Gameslayer,1
Old vs New 16,Old vs New Round 3D,Morgan,0
Old vs New 16,Old vs New Round 3D,Blues,0
Old vs New 16,Old vs New Round 3D,Blackmagic,0
Old vs New 16,Old vs New Round 4A,DeathTacticus,1
Old vs New 16,Old vs New Round 4A,Yerand,0
Old vs New 16,Old vs New Round 4A,Pollina,0
Old vs New 16,Old vs New Round 4A,Karzac,0
Old vs New 16,Old vs New Round 4B,theSpinCycle,1
Old vs New 16,Old vs New Round 4B,SophV,0
Old vs New 16,Old vs New Round 4B,Morgan,0
Old vs New 16,Old vs New Round 4B,Popsursocks,0
Old vs New 16,Old vs New Round 4C,Heisenberg,1
Old vs New 16,Old vs New Round 4C,Cubit32,0
Old vs New 16,Old vs New Round 4C,Blues,0
Old vs New 16,Old vs New Round 4C,Dermas,0
Old vs New 16,Old vs New Round 4D,Prince Imrahil,1
Old vs New 16,Old vs New Round 4D,Gameslayer,0
Old vs New 16,Old vs New Round 4D,Space Oddity,0
Old vs New 16,Old vs New Round 4D,BlackMagic,0
Old vs New 16,Old vs New Round 5A,DeathTacticus,1
Old vs New 16,Old vs New Round 5A,Heisenberg,0
Old vs New 16,Old vs New Round 5A,SophV,0
Old vs New 16,Old vs New Round 5A,Popsursocks,0
Old vs New 16,Old vs New Round 5B,Prince Imrahil,1
Old vs New 16,Old vs New Round 5B,Gameslayer,0
Old vs New 16,Old vs New Round 5B,Yerand,0
Old vs New 16,Old vs New Round 5B,theSpinCycle,0
Old vs New 16,Old vs New Round 5C,Morgan,1
Old vs New 16,Old vs New Round 5C,Space Oddity,0
Old vs New 16,Old vs New Round 5C,Blues,0
Old vs New 16,Old vs New Round 5C,Blackmagic,0
Old vs New 16,Old vs New Round 5D,Cubit32,1
Old vs New 16,Old vs New Round 5D,Pollina,0
Old vs New 16,Old vs New Round 5D,Karzac,0
Old vs New 16,Old vs New Round 5D,Dermas,0
July 16 Draft,July 16 Draft Round 1A,Esidebob,1
July 16 Draft,July 16 Draft Round 1A,FunnyMan,0
July 16 Draft,July 16 Draft Round 1A,Blues,0
July 16 Draft,July 16 Draft Round 1A,Polished Noxie,0
July 16 Draft,July 16 Draft Round 1B,YerAnd,1
July 16 Draft,July 16 Draft Round 1B,Gameslayer,0
July 16 Draft,July 16 Draft Round 1B,tiniuclx2,0
July 16 Draft,July 16 Draft Round 1B,Morgan,0
July 16 Draft,July 16 Draft Round 1C,Lyle,1
July 16 Draft,July 16 Draft Round 1C,Galois,0
July 16 Draft,July 16 Draft Round 1C,FoxBlazing,0
July 16 Draft,July 16 Draft Round 1C,Crabtree,0
July 16 Draft,July 16 Draft Round 1D,Pbhead,1
July 16 Draft,July 16 Draft Round 1D,Philothanic,0
July 16 Draft,July 16 Draft Round 1D,Pollina,0
July 16 Draft,July 16 Draft Round 1D,Rabbit007,0
July 16 Draft,July 16 Draft Round 1E,DeathTacticus,1
July 16 Draft,July 16 Draft Round 1E,Hydroponos,0
July 16 Draft,July 16 Draft Round 1E,Heisenberg,0
July 16 Draft,July 16 Draft Round 1E,SophV,0
July 16 Draft,July 16 Draft Round 2A,Blues,1
July 16 Draft,July 16 Draft Round 2A,Heisenberg,0
July 16 Draft,July 16 Draft Round 2A,DeathTacticus,0
July 16 Draft,July 16 Draft Round 2A,YerAnd,0
July 16 Draft,July 16 Draft Round 2B,Crabtree,1
July 16 Draft,July 16 Draft Round 2B,Pbhead,0
July 16 Draft,July 16 Draft Round 2B,Philothanic,0
July 16 Draft,July 16 Draft Round 2B,Esidebob,0
July 16 Draft,July 16 Draft Round 2C,Hydroponos,1
July 16 Draft,July 16 Draft Round 2C,Lyle,0
July 16 Draft,July 16 Draft Round 2C,Gameslayer,0
July 16 Draft,July 16 Draft Round 2C,Morgan,0
July 16 Draft,July 16 Draft Round 2D,Rabbit007,1
July 16 Draft,July 16 Draft Round 2D,Pollina,0
July 16 Draft,July 16 Draft Round 2D,FunnyMan,0
July 16 Draft,July 16 Draft Round 2D,tiniuclx2,0
July 16 Draft,July 16 Draft Round 2E,Polished Noxie,1
July 16 Draft,July 16 Draft Round 2E,Galois,0
July 16 Draft,July 16 Draft Round 2E,SophV,0
July 16 Draft,July 16 Draft Round 2E,FoxBlazing,0
July 16 Draft,July 16 Draft Round 3A,Polished Noxie,1
July 16 Draft,July 16 Draft Round 3A,DeathTacticus,0
July 16 Draft,July 16 Draft Round 3A,YerAnd,0
July 16 Draft,July 16 Draft Round 3A,Pbhead,0
July 16 Draft,July 16 Draft Round 3B,Blues,1
July 16 Draft,July 16 Draft Round 3B,Heisenberg,0
July 16 Draft,July 16 Draft Round 3B,Esidebob,0
July 16 Draft,July 16 Draft Round 3B,Lyle,0
July 16 Draft,July 16 Draft Round 3C,Pollina,1
July 16 Draft,July 16 Draft Round 3C,FunnyMan,0
July 16 Draft,July 16 Draft Round 3C,Crabtree,0
July 16 Draft,July 16 Draft Round 3C,Philothanic,0
July 16 Draft,July 16 Draft Round 3D,Rabbit007,1
July 16 Draft,July 16 Draft Round 3D,FoxBlazing,0
July 16 Draft,July 16 Draft Round 3D,Hydroponos,0
July 16 Draft,July 16 Draft Round 3D,Morgan,0
July 16 Draft,July 16 Draft Round 3E,SophV,1
July 16 Draft,July 16 Draft Round 3E,Galois,0
July 16 Draft,July 16 Draft Round 3E,Gameslayer,0
July 16 Draft,July 16 Draft Round 3E,tiniuclx2,0
July 16 Draft,July 16 Draft Round 4A,Rabbit007,1
July 16 Draft,July 16 Draft Round 4A,Pollina,0
July 16 Draft,July 16 Draft Round 4A,Pbhead,0
July 16 Draft,July 16 Draft Round 4A,Blues,0
July 16 Draft,July 16 Draft Round 4B,YerAnd,1
July 16 Draft,July 16 Draft Round 4B,Polished Noxie,0
July 16 Draft,July 16 Draft Round 4B,Esidebob,0
July 16 Draft,July 16 Draft Round 4B,Gameslayer,0
July 16 Draft,July 16 Draft Round 4C,DeathTacticus,1
July 16 Draft,July 16 Draft Round 4C,Crabtree,0
July 16 Draft,July 16 Draft Round 4C,Philothanic,0
July 16 Draft,July 16 Draft Round 4C,Lyle,0
July 16 Draft,July 16 Draft Round 4D,Heisenberg,1
July 16 Draft,July 16 Draft Round 4D,FunnyMan,0
July 16 Draft,July 16 Draft Round 4D,Hydroponos,0
July 16 Draft,July 16 Draft Round 4D,Galois,0
July 16 Draft,July 16 Draft Round 4E,tiniuclx2,1
July 16 Draft,July 16 Draft Round 4E,SophV,0
July 16 Draft,July 16 Draft Round 4E,FoxBlazing,0
July 16 Draft,July 16 Draft Round 4E,Morgan,0
July 16 Draft,July 16 Draft Round 5A,Polished Noxie,1
July 16 Draft,July 16 Draft Round 5A,Rabbit007,0
July 16 Draft,July 16 Draft Round 5A,Pbhead,0
July 16 Draft,July 16 Draft Round 5A,Blues,0
July 16 Draft,July 16 Draft Round 5B,DeathTacticus,1
July 16 Draft,July 16 Draft Round 5B,YerAnd,0
July 16 Draft,July 16 Draft Round 5B,Gameslayer,0
July 16 Draft,July 16 Draft Round 5B,Crabtree,0
July 16 Draft,July 16 Draft Round 5C,Pollina,1
July 16 Draft,July 16 Draft Round 5C,Heisenberg,0
July 16 Draft,July 16 Draft Round 5C,Lyle,0
July 16 Draft,July 16 Draft Round 5C,FunnyMan,0
July 16 Draft,July 16 Draft Round 5D,Ekkotey,1
July 16 Draft,July 16 Draft Round 5D,Hydroponos,0
July 16 Draft,July 16 Draft Round 5D,Morgan,0
July 16 Draft,July 16 Draft Round 5D,SophV,0
July 16 Draft,July 16 Draft Round 5E,Galois,1
July 16 Draft,July 16 Draft Round 5E,FoxBlazing,0
July 16 Draft,July 16 Draft Round 5E,tiniuclx2,0
July 16 Draft,July 16 Draft Round 5E,Philothanic,0
Four Gens 16,4 Generations Round 1A,Pollina,1
Four Gens 16,4 Generations Round 1A,Twodback,0
Four Gens 16,4 Generations Round 1A,Philothanic,0
Four Gens 16,4 Generations Round 1A,Jim-Bob,0
Four Gens 16,4 Generations Round 1B,Terror Incognita,1
Four Gens 16,4 Generations Round 1B,Gameslayer,0
Four Gens 16,4 Generations Round 1B,Hydroponos,0
Four Gens 16,4 Generations Round 1B,Mello,0
Four Gens 16,4 Generations Round 1C,Morgan,1
Four Gens 16,4 Generations Round 1C,Elmin,0
Four Gens 16,4 Generations Round 1C,Damitcarl,0
Four Gens 16,4 Generations Round 1C,Bot5,0
Four Gens 16,4 Generations Round 1D,Blues,1
Four Gens 16,4 Generations Round 1D,YerAnd,0
Four Gens 16,4 Generations Round 1D,peasant,0
Four Gens 16,4 Generations Round 1D,AndreasG,0
Four Gens 16,4 Generations Round 2A,Blues,1
Four Gens 16,4 Generations Round 2A,Twodback,0
Four Gens 16,4 Generations Round 2A,Terror Incognita,0
Four Gens 16,4 Generations Round 2A,Bot5,0
Four Gens 16,4 Generations Round 2B,Gameslayer,1
Four Gens 16,4 Generations Round 2B,Pollina,0
Four Gens 16,4 Generations Round 2B,Damitcarl,0
Four Gens 16,4 Generations Round 2B,AndreasG,0
Four Gens 16,4 Generations Round 2C,Morgan,1
Four Gens 16,4 Generations Round 2C,Hydroponos,0
Four Gens 16,4 Generations Round 2C,peasant,0
Four Gens 16,4 Generations Round 2C,Jim-Bob,0
Four Gens 16,4 Generations Round 2D,YerAnd,1
Four Gens 16,4 Generations Round 2D,Elmin,0
Four Gens 16,4 Generations Round 2D,Philothanic,0
Four Gens 16,4 Generations Round 2D,Mello,0
Four Gens 16,4 Generations Round 3A,Blues,1
Four Gens 16,4 Generations Round 3A,Twodback,0
Four Gens 16,4 Generations Round 3A,Philothanic,0
Four Gens 16,4 Generations Round 3A,AndreasG,0
Four Gens 16,4 Generations Round 3B,Gameslayer,1
Four Gens 16,4 Generations Round 3B,Pollina,0
Four Gens 16,4 Generations Round 3B,Terror Incognita,0
Four Gens 16,4 Generations Round 3B,Jim-Bob,0
Four Gens 16,4 Generations Round 3C,Hydroponos,1
Four Gens 16,4 Generations Round 3C,Morgan,0
Four Gens 16,4 Generations Round 3C,Damitcarl,0
Four Gens 16,4 Generations Round 3C,Mello,0
Four Gens 16,4 Generations Round 3D,YerAnd,1
Four Gens 16,4 Generations Round 3D,Elmin,0
Four Gens 16,4 Generations Round 3D,peasant,0
Four Gens 16,4 Generations Round 3D,Bot5,0
Four Gens 16,4 Generations Round 4A,Twodback,1
Four Gens 16,4 Generations Round 4A,Hydroponos,0
Four Gens 16,4 Generations Round 4A,peasant,0
Four Gens 16,4 Generations Round 4A,AndreasG,0
Four Gens 16,4 Generations Round 4B,Gameslayer,1
Four Gens 16,4 Generations Round 4B,Elmin,0
Four Gens 16,4 Generations Round 4B,Philothanic,0
Four Gens 16,4 Generations Round 4B,Jim-Bob,0
Four Gens 16,4 Generations Round 4C,Blues,1
Four Gens 16,4 Generations Round 4C,Morgan,0
Four Gens 16,4 Generations Round 4C,Terror Incognita,0
Four Gens 16,4 Generations Round 4C,Mello,0
Four Gens 16,4 Generations Round 4D,YerAnd,1
Four Gens 16,4 Generations Round 4D,Pollina,0
Four Gens 16,4 Generations Round 4D,Damitcarl,0
Four Gens 16,4 Generations Round 4D,Bot5,0
Four Gens 16,4 Generations Round 5A,Blues,1
Four Gens 16,4 Generations Round 5A,Gameslayer,0
Four Gens 16,4 Generations Round 5A,Terror Incognita,0
Four Gens 16,4 Generations Round 5A,Mello,0
Four Gens 16,4 Generations Round 5B,Pollina,1
Four Gens 16,4 Generations Round 5B,YerAnd,0
Four Gens 16,4 Generations Round 5B,Philothanic,0
Four Gens 16,4 Generations Round 5B,Jim-Bob,0
Four Gens 16,4 Generations Round 5C,Morgan,1
Four Gens 16,4 Generations Round 5C,Hydroponos,0
Four Gens 16,4 Generations Round 5C,Damitcarl,0
Four Gens 16,4 Generations Round 5C,Bot5,0
Four Gens 16,4 Generations Round 5D,Twodback,1
Four Gens 16,4 Generations Round 5D,Elmin,0
Four Gens 16,4 Generations Round 5D,peasant,0
Four Gens 16,4 Generations Round 5D,AndreasG,0
Fall 16,Autumn 16 Regulars Round 1A,YerAnd,1
Fall 16,Autumn 16 Regulars Round 1A,Gameslayer,0
Fall 16,Autumn 16 Regulars Round 1A,DeathTacticus,0
Fall 16,Autumn 16 Regulars Round 1A,Adorfield,0
Fall 16,Autumn 16 Regulars Round 1B,hexapus,1
Fall 16,Autumn 16 Regulars Round 1B,Pollina,0
Fall 16,Autumn 16 Regulars Round 1B,FoxBlazing,0
Fall 16,Autumn 16 Regulars Round 1B,Twodback,0
Fall 16,Autumn 16 Regulars Round 1C,Blackmagic,1
Fall 16,Autumn 16 Regulars Round 1C,Polished Noxie,0
Fall 16,Autumn 16 Regulars Round 1C,Dryad,0
Fall 16,Autumn 16 Regulars Round 1C,Philothanic,0
Fall 16,Autumn 16 Regulars Round 1D,Pbhead,1
Fall 16,Autumn 16 Regulars Round 1D,MutoKenji,0
Fall 16,Autumn 16 Regulars Round 1D,Jim-Bob,0
Fall 16,Autumn 16 Regulars Round 1D,Blues,0
Fall 16,Autumn 16 Regulars Round 2A,Pbhead,1
Fall 16,Autumn 16 Regulars Round 2A,FoxBlazing,0
Fall 16,Autumn 16 Regulars Round 2A,Jim-Bob,0
Fall 16,Autumn 16 Regulars Round 2A,Philothanic,0
Fall 16,Autumn 16 Regulars Round 2B,Blackmagic,1
Fall 16,Autumn 16 Regulars Round 2B,Pollina,0
